"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"06.10.2022","108,14","109,46","110,19","107,94","11,52M","-2,04%"
"05.10.2022","110,39","109,75","110,95","108,83","10,94M","-2,11%"
"04.10.2022","112,77","110,61","112,99","109,86","16,01M","4,68%"
"03.10.2022","107,73","105,62","108,36","104,46","12,25M","3,09%"
"30.09.2022","104,50","106,06","107,62","104,40","15,97M","-1,56%"
"29.09.2022","106,16","106,95","107,28","104,40","12,71M","-1,69%"
"28.09.2022","107,99","105,95","108,73","105,64","12,76M","2,02%"
"27.09.2022","105,85","107,75","108,17","104,65","12,79M","-0,88%"
"26.09.2022","106,79","108,00","109,61","106,06","15,75M","-2,15%"
"23.09.2022","109,14","110,05","110,34","107,16","18,14M","-1,86%"
"22.09.2022","111,21","113,38","113,60","111,07","11,68M","-1,14%"
"21.09.2022","112,49","116,54","116,60","112,42","12,61M","-2,88%"
"20.09.2022","115,83","117,41","117,69","114,64","9,62M","-1,97%"
"19.09.2022","118,16","116,00","118,73","115,51","8,20M","0,92%"
"16.09.2022","117,08","117,39","117,40","115,37","14,84M","-0,67%"
"15.09.2022","117,87","116,12","119,38","115,75","10,82M","1,51%"
"14.09.2022","116,12","116,70","117,84","114,88","9,35M","-0,23%"
"13.09.2022","116,39","118,07","118,92","115,78","12,90M","-3,47%"
"12.09.2022","120,58","120,62","121,55","119,79","8,61M","1,18%"
"09.09.2022","119,17","119,14","120,05","118,67","9,30M","0,48%"
"08.09.2022","118,60","115,28","118,79","114,63","11,43M","2,33%"
"07.09.2022","115,90","113,13","116,11","112,76","10,65M","1,90%"
"06.09.2022","113,74","114,33","114,75","112,07","9,75M","0,03%"
"02.09.2022","113,71","115,87","117,45","113,18","10,67M","-0,70%"
"01.09.2022","114,51","113,29","114,63","111,91","9,98M","0,69%"
"31.08.2022","113,73","114,48","115,03","113,34","10,74M","-0,59%"
"30.08.2022","114,41","115,00","115,58","113,36","10,75M","0,02%"
"29.08.2022","114,39","114,00","114,86","113,46","8,12M","-0,24%"
"26.08.2022","114,67","119,46","119,99","114,60","11,28M","-3,27%"
"25.08.2022","118,55","116,16","118,74","115,68","10,76M","2,37%"
"24.08.2022","115,80","115,29","116,41","114,45","9,77M","0,24%"
"23.08.2022","115,52","116,69","117,29","115,38","7,61M","-0,99%"
